"original_text","simplified_kindergarten","simplified_primary_school","simplified_secondary_school"
"Diez Estudios Escénicos (Ten scenic Etudes) is a musical work for the stage by Juan María Solare. It was composed at Cologne (Germany) and Mollina (Spain), June–July 1996, and is 20'00"" in length, without text. For two actors, one actress, diverse objects and instrumental sextet: violin, doublebass, horn, bass clarinet, vibraphone and piano. It is dedicated to Mauricio Kagel. Compositions by Juan María Solare","Diez Estudios Escénicos is a musical work for the stage by Juan","Diez Estudios Escénicos is a musical work for the stage by Juan","Diez Estudios Escénicos is a musical work for the stage by Juan"
"By . Associated Press Reporter . Police in Massachusetts say a man from France has been arrested after causing a disturbance on a Miami-to-Paris flight. A . spokesman for the state police says American Airlines Flight 62 was . diverted to Boston's Logan International Airport on Wednesday night . after a passenger became unruly. The passenger . was subdued by a federal air marshal while the plane was in the air and . arrested by state police once the plane landed at about 10 p.m. A spokesman for the state police says American Airlines Flight 62 (not pictured) was diverted to Boston's Logan International Airport on Wednesday night after a passenger became unruly . Police say 50-year-old Edmund Alexandre, of Paris, was charged with interfering with a flight crew. He was brought to Massachusetts General Hospital for observation and treatment of a pre-existing medical condition. Whenever doctors deem him able, he will be arraigned in East Boston District Court. It could not be determined if he has a lawyer.","the passenger was subdued by a federal air marshal while the plane was in the","the passenger was subdued by a federal air marshal while the plane was in the","the passenger was subdued by a federal air marshal while the plane was in the"
"Tiger Woods has announced Chris Como as his latest swing coach, filling a vacancy created by his split from Sean Foley in August. At 36, Como is two years Woods' junior and will initially work with the former world No 1 on a consultant basis. He has previously worked with Australian professional Aaron Baddeley on his swing. Tiger Woods last played at the US PGA Championship and has appointed Chris Como as a new swing coach . Woods wrote on Twitter: 'Happy to have Chris Como consulting and working with me on my swing. I'm excited to be back competing.' Woods, who last played at the US PGA Championship, is expected to return to action at the Hero World Challenge from December 4 which he will host at Isleworth Golf & Country Club in Florida.","woods has appointed Chris Como as his latest swing coach. the 36-year-old","woods has appointed Chris Como as his latest swing coach. the 36-year-old","woods has appointed Chris Como as his latest swing coach. the 36-year-old"
"we present long monte carlo simulations of a simple model of biological macroevolution in which births , deaths , and mutational changes in the genome take place at the level of individual organisms . the model displays punctuated equilibria and flicker noise with a @xmath0-like power spectrum , consistent with some current theories of evolutionary dynamics .","long monte carlo simulations show equilibria and flicker noise","long monte carlo simulations show equilibria and flicker noise","long monte carlo simulations show equilibria and flicker noise"
"Diego Costa was involved in an incident with Swansea midfielder Gylfi Sigurdsson that left some supporters claiming the Chelsea forward should have been sent off. Here, Sportsmail's Graham Poll gives his verdict... Diego Costa is a superb centre-forward who plays like an old-fashioned English target man. He is no lightweight soft foreigner and was incorrectly cautioned in his first game for diving at Burnley. There was evidence of the more robust nature of his play when he strongly pushed away Swansea’s Gylfi Sigurdsson after he was being held in the area. Perhaps he could have been cautioned had referee Kevin Friend been slavish to the law, but there was nothing I saw to suggest he should have been sent off. The fact he was not even booked perhaps levelled things up after his yellow card at Turf Moor. Diego Costa and Gylfi Sigurdsson grapple as the hosts prepare to take a free-kick . The Brazilian-born Spanish striker appeared to throw the Icelandic midfielder to the ground . Diego Costa scored a hat-trick against Swansea to take his Chelsea tally to seven goals in four games .","Diego Costa was wrongly cautioned in his first game for diving at burnley. the","Diego Costa was wrongly cautioned in his first game for diving at burnley. the","Diego Costa was wrongly cautioned in his first game for diving at burnley. the"
"in the quiet sun , magnetic fields are usually observed as small - scale magnetic elements , ` salt and pepper ' , covering the entire solar surface . by using 3d radiative mhd numerical simulations we demonstrate that these fields are a result of local dynamo action in the top layers of the convection zone , where extremely weak ` seed ' magnetic fields can locally grow above the mean equipartition field ( e.g. , from a @xmath0 g ` seed ' field to more than 1000 g magnetic structures ) . we find that the local dynamo action takes place only in a shallow , about 500 km deep , subsurface layer , from which the generated field is transported into deeper layers by convection downdrafts . we demonstrate that the observed dominance of vertical magnetic fields at the photosphere and the horizontal fields above the photosphere can be explained by multi - scale magnetic loops produced by the dynamo .","magnetic fields are usually observed as small - scale magnetic elements.  seed'magnetic","magnetic fields are usually observed as small - scale magnetic elements.  seed'magnetic","magnetic fields are usually observed as small - scale magnetic elements.  seed'magnetic"
"ISLAMABAD, Pakistan (CNN) -- Pakistan's citizens head to the polls on February 18 for parliamentary elections that may determine the future of President Pervez Musharraf and his allies. Pakistan has a federal parliamentary system of government. The nation's parliament consists of the Upper House (Senate) and the Lower House (National Assembly) and the four provincial assemblies. Elections to the national and provincial assemblies take place every five years. Source: Election Commission of Pakistan .","the country's parliament consists of the Upper House (Senate) and the Lower House","the country's parliament consists of the Upper House (Senate) and the Lower House","the country's parliament consists of the Upper House (Senate) and the Lower House"
"The UIC Franc (code: XFU) was a virtual currency unit used by the International Union of Railways (UIC). It was introduced in 1976 after the Gold Franc was abandoned for this purpose due to instability of the international monetary system. It was withdrawn from the ISO-4217 currency list in 2013 and replaced by the euro. See also Private currency Neutral Unit of Construction (NUC) – a related currency for the airline ticketing industry References External links International Union of Railways Private currencies Franc","the UIC Franc was a virtual currency unit used by the international union of railways","the UIC Franc was a virtual currency unit used by the international union of railways","the UIC Franc was a virtual currency unit used by the international union of railways"
"accurate @xmath0 transition energies in molecular hydrogen were determined for transitions originating from levels with highly - excited vibrational quantum number , @xmath1 , in the ground electronic state . doppler - free two - photon spectroscopy was applied on vibrationally excited h@xmath2 , produced via the photodissociation of h@xmath3s , yielding transition frequencies with accuracies of @xmath4 mhz or @xmath5 @xmath6 . an important improvement is the enhanced detection efficiency by resonant excitation to autoionizing @xmath7 electronic rydberg states , resulting in narrow transitions due to reduced ac - stark effects . using known @xmath8 level energies , the level energies of @xmath9 states are derived with accuracies of typically 0.002 @xmath6 . these experimental values are in excellent agreement with , and are more accurate than the results obtained from the most advanced _ ab initio _ molecular theory calculations including relativistic and qed contributions .","accurate @xmath0 transition energies in molecular hydrogen were determined for transitions","accurate @xmath0 transition energies in molecular hydrogen were determined for transitions","accurate @xmath0 transition energies in molecular hydrogen were determined for transitions"
"Hardanger may be: Hardanger, a region in Vestland, Norway, consisting of the municipalities of Ullensvang, Eidfjord, Ulvik and Voss Hardangerfjord, a fjord around which the landscape of Hardanger is centered A mountain plateau in Norway, Hardangervidda Hardanger fiddle, a Norwegian stringed instrument Hardanger embroidery, a form of whitework hand embroidery from the district of the same name Hardanger cloth, a special kind of evenweave fabric used for Hardanger embroidery and other counted-thread embroidery","hardanger is a region in Vestland, Norway. it is composed of the","hardanger is a region in Vestland, Norway. it is composed of the","hardanger is a region in Vestland, Norway. it is composed of the"
"The Baltimore Colts were a National Football League franchise from 1953 until 1984, when they relocated to Indianapolis. Baltimore Colts may also refer to: Baltimore Colts (1947–1950), a franchise in the All-America Football Conference (1947–1949) and National Football League (1950) that disbanded after the 1950 season Indianapolis Colts, the current incarnation of the former Baltimore Colts (1953–1983) franchise Baltimore Stallions, earlier the Baltimore CFL Colts, a Canadian Football League team based in Baltimore from 1994 to 1995 See also History of the Indianapolis Colts Baltimore Ravens, Baltimore's current NFL team","the Baltimore Colts were a national football league franchise from 1953 until 1984. they were","the Baltimore Colts were a national football league franchise from 1953 until 1984. they were","the Baltimore Colts were a national football league franchise from 1953 until 1984. they were"
"inclined air showers those arriving at ground with zenith angle with respect to the vertical @xmath0 are characterised by the dominance of the muonic component at ground which is accompanied by an electromagnetic halo "" produced mainly by muon decay and muon interactions . by means of monte carlo simulations we give a full characterisation of the particle densities at ground in ultra - high energy inclined showers as a function of primary energy and mass composition , as well as for different hadronic models assumed in the simulations . we also investigate the effect of intrinsic shower - to - shower fluctuations in the particle densities . cosmic rays , extensive air showers , ground detector , simulation , muon component , electromagnetic component 96.50.s , 96.50.sd , 13.85.tp","monte carlo simulations show a full characterisation of the particle densities at","monte carlo simulations show a full characterisation of the particle densities at","monte carlo simulations show a full characterisation of the particle densities at"
"nonspherical perturbation theory has been necessary to understand the meaning of radiation in spacetimes generated through fully nonlinear numerical relativity . recently , perturbation techniques have been found to be successful for the time evolution of initial data found by nonlinear methods . anticipating that such an approach will prove useful in a variety of problems , we give here both the practical steps , and a discussion of the underlying theory , for taking numerically generated data on an initial hypersurface as initial value data and extracting data that can be considered to be nonspherical perturbations .","nonspherical perturbation theory has been necessary to understand the meaning of radiation in spacetime","nonspherical perturbation theory has been necessary to understand the meaning of radiation in spacetime","nonspherical perturbation theory has been necessary to understand the meaning of radiation in spacetime"
"motivated by recent suggestions to split the electron - electron interaction into a short - range part , to be treated within the density functional theory , and a long - range part , to be handled by other techniques we compute , with a diffusion monte carlo method , the ground - state energy of a uniform electron gas with a modified , short - range - only electron - electron interaction @xmath0 , for different values of the cutoff parameter @xmath1 and of the electron density . after deriving some exact limits , we propose an analytic representation of the correlation energy which accurately fits our monte carlo data and also includes , by construction , these exact limits , thus providing a reliable `` short - range local - density functional '' .","the electron - electron interaction is split into a short - range part. the","the electron - electron interaction is split into a short - range part. the","the electron - electron interaction is split into a short - range part. the"
"Potassium tartrate, dipotassium tartrate or argol has formula K2C4H4O6. It is the potassium salt of tartaric acid. It is often confused with potassium bitartrate, also known as cream of tartar. As a food additive, it shares the E number E336 with potassium bitartrate. Manufacturing Potassium tartrate is produced by the reaction of tartaric acid with potassium sodium tartrate (rochelle salt), and potassium sulfate, followed by filtration, purification, precipitation and drying. Other compounds Tartar emetic is produced when potassium tartrate is heated with antimony trioxide. Tartar emetic causes intense nausea, prostration and vomiting by irritating the gastrointestinal mucosa. References Potassium compounds Tartrates Food acidity regulators Food antioxidants E-number additives","potassium bitartrate is the potassium salt of tartaric acid. it is often confused with","potassium bitartrate is the potassium salt of tartaric acid. it is often confused with","potassium bitartrate is the potassium salt of tartaric acid. it is often confused with"
"Mauregatus the Usurper () was the king of Asturias from 783 to 788 or 789. He was an illegitimate son of Alfonso I, supposedly by a Moorish serf. He usurped the throne on the death of Silo, the husband of his half sister Adosinda and earning himself the nickname of the Usurper. The nobility had elected Alfonso II at Adosinda's insistence, but Mauregatus assembled a large army of supporters and forced Alfonso into Álava. Nothing is known in detail of his reign. The adoptionist dispute was raging between Elipandus, Archbishop of Toledo, and Beatus of Liébana and even occasioned the intervention of Charlemagne. Mauregatus also sent back an invading Muslim force. During his reign a hymn to Saint James was composed with an acrostic mentioning the king's name. This is considered to presage the legend of the saint's burial at Santiago de Compostela. References 789 deaths Beni Alfons Year of birth unknown Illegitimate children of Spanish monarchs 8th-century Asturian monarchs","king of asturias was king from 783 to 788 or 789","king of asturias was king from 783 to 788 or 789","king of asturias was king from 783 to 788 or 789"
"They say imitation is the sincerest form of flattery. An adorable 16 month-old baby replicates his father's beatbox ability with real passion, vigour and exuberance in this heartwarming video. The footage was filmed in Geneva, Switzerland earlier this month as the father and son enjoyed a special bonding moment. Cute: The adorable baby listens attentively to his dad's beatbox moments before he tries it himself . The father starts his beatbox routine first and then he encourages his 16-month old son to follow suit. The baby exudes confidence and he immediately accepts the challenge by swiftly demonstrating his admirable vocal ability, timing and rhythm. Your turn: The father then encourages his 16 month-old son to try some beatboxing . Baby beatbox: The baby shows lots of confidence and he performs with lots of enthusiasm . Chip off the old block: The baby also imitates his dad with real enthusiasm and surprising accuracy . The smiling baby demonstrates that the ability to beatbox is a family tradition by imitating his dad with real enthusiasm and surprising accuracy. The father looks very proud of his son as he watches the happy infant enjoying the amusing rendition during the short video.","the video was filmed in Geneva, Switzerland earlier this month. the father and son enjoyed","the video was filmed in Geneva, Switzerland earlier this month. the father and son enjoyed","the video was filmed in Geneva, Switzerland earlier this month. the father and son enjoyed"
"moving target defense ( mtd ) can enhance the resilience of cyber systems against attacks . although there have been many mtd techniques , there is no systematic understanding and _ quantitative _ characterization of the power of mtd . in this paper , we propose to use a cyber epidemic dynamics approach to characterize the power of mtd . we define and investigate two complementary measures that are applicable when the defender aims to deploy mtd to achieve a certain security goal . one measure emphasizes the _ maximum _ portion of time during which the system can afford to stay in an undesired configuration ( or posture ) , without considering the cost of deploying mtd . the other measure emphasizes the _ minimum _ cost of deploying mtd , while accommodating that the system has to stay in an undesired configuration ( or posture ) for a given portion of time . our analytic studies lead to algorithms for optimally deploying mtd .","moving target defense ( mtd ) can enhance the resilience of cyber systems against attacks","moving target defense ( mtd ) can enhance the resilience of cyber systems against attacks","moving target defense ( mtd ) can enhance the resilience of cyber systems against attacks"
"A perfect square is an element of algebraic structure that is equal to the square of another element. Square number, a perfect square integer Entertainment Perfect Square, a live recording by the band R.E.M. Perfect Square (publisher), a children's imprint label by Viz Media. See also Perfect square dissection, a dissection of a geometric square into smaller squares, all of different sizes Perfect square trinomials, a method of factoring polynomials","perfect square integer Entertainment Perfect Square. a live recording by the band R.E.M","perfect square integer Entertainment Perfect Square. a live recording by the band R.E.M","perfect square integer Entertainment Perfect Square. a live recording by the band R.E.M"
"Bendidee is a national park in the Goondiwindi Region, Queensland, Australia. Geography The park is north east of Goondiwindi on the Darling Downs, 264 km west of Brisbane. The park is part of the Brigalow Belt South bioregion and lies within the water catchment areas of the Macintyre and Weir rivers. The park was established to conserve an area of remaining brigalow–belah plant communities. Bendidee State Forest is adjacent to the national park to its north. The elevation of the terrain is 245 meters. Fauna A total of five rare or threatened species have been identified within the park. 30 amphibians and reptiles as well as more than 89 invertebrates have been found at Bendidee, including the endangered Bull oak jewel butterfly. The most interesting inhabitants of the park are the legless lizard (Paradelma orientalis) and the small Dwyer's Hooded Snake (Parasuta dwyeri). Amenities The park provides for walking, bird watching and nature appreciation activities. See also Protected areas of Queensland References National parks of Queensland Protected areas established in 1979 1979 establishments in Australia Darling Downs","the park is north east of Goondiwindi on the Darling Downs,","the park is north east of Goondiwindi on the Darling Downs,","the park is north east of Goondiwindi on the Darling Downs,"
"we present a simple method for determining the exact noise power spectra in linear chemical reaction networks . we apply the method to networks which are representative of biochemical processes such as gene expression and signal detection . our results clarify how noise is transmitted by signal detection motifs , and indicate how to coarse - grain networks by the elimination of fast reactions .","we present a simple method for determining the exact noise power spectra in linear chemical reaction","we present a simple method for determining the exact noise power spectra in linear chemical reaction","we present a simple method for determining the exact noise power spectra in linear chemical reaction"
"In open systems, a virtual terminal (VT) is an application service that: Allows host terminals on a multi-user network to interact with other hosts regardless of terminal type and characteristics, Allows remote log-on by local area network managers for the purpose of management, Allows users to access information from another host processor for transaction processing, Serves as a backup facility. PuTTY is an example of a virtual terminal. ITU-T defines a virtual terminal protocol based on the OSI application layer protocols. However, the virtual terminal protocol is not widely used on the Internet. See also Pseudo terminal for the software interface that provides access to virtual terminals Secure Shell Telnet Terminal emulator for an application program that provides access to virtual terminals Virtual console for an analogous concept that provides several local consoles Sources Computer terminals ITU-T recommendations","virtual terminal (VT) is an application service that allows host terminals on a multi-user","virtual terminal (VT) is an application service that allows host terminals on a multi-user","virtual terminal (VT) is an application service that allows host terminals on a multi-user"
"we apply the generalized second law of thermodynamics to discriminate among quantum corrections ( whether logarithmic or power - law ) to the entropy of the apparent horizon in spatially friedmann - robertson - walker universes . we use the corresponding modified friedmann equations along with either clausius relation or the principle of equipartition of the energy to set limits on the value of a characteristic parameter entering the said corrections .","we apply the generalized second law of thermodynamics to discriminate among quantum corrections.","we apply the generalized second law of thermodynamics to discriminate among quantum corrections.","we apply the generalized second law of thermodynamics to discriminate among quantum corrections."
"(CNN) -- Russian authorities detained 140 people -- more than 30 of them foreign nationals -- on Friday in a raid targeting suspected members of Islamic extremist groups, state media reported. The operation was conducted at a place of worship in Dar Ul-Arkam in southern Moscow, state-run RIA Novosti reported, citing information from law enforcement agencies. Members of Russia's Federal Security Service, or FSB, carried out the raid along with police. Russia Today, a state-funded television network, said the FSB issued a statement about the raid. This site has been visited in the past by suspected radicals -- some from the North Caucasus region, which includes Chechnya -- the RIA Novosti report said.","the raid was conducted at a place of worship in southern Moscow, state media reports. members","the raid was conducted at a place of worship in southern Moscow, state media reports. members","the raid was conducted at a place of worship in southern Moscow, state media reports. members"
"Bloomington may refer to: Places U.S.A. (most commonly) Bloomington, Illinois Bloomington, Indiana Bloomington, Minnesota U.S.A. (less commonly) Bloomington, California Bloomington, Idaho Bloomington, Kansas Bloomington, Maryland Bloomington, Missouri Bloomington, Nebraska Bloomington, New York Bloomington, Ohio Bloomington, South Dakota Bloomington, Texas Bloomington, Utah Bloomington (Louisa, Virginia), a historic house Bloomington, Wisconsin Bloomington (town), Wisconsin Bloomington Township, McLean County, Illinois Bloomington Township, Indiana Bloomington Township, Decatur County, Iowa Bloomington Township, Muscatine County, Iowa Bloomington Township, Kansas Bloomington Township, Minnesota Bloomington Township, Missouri New Bloomington, Ohio Canada Bloomington, Nova Scotia Bloomington, Stormont-Dundas-Glengarry, Ontario Bloomington, York Region, Ontario Other Bloomington (album), a 1993 Branford Marsalis live album Bloomington (film), a 2010 film See also Bloomington Thunder (disambiguation)","Bloomington, Illinois Bloomington, Indiana Bloomington, Minnesota U.S.A. (most","Bloomington, Illinois Bloomington, Indiana Bloomington, Minnesota U.S.A. (most","Bloomington, Illinois Bloomington, Indiana Bloomington, Minnesota U.S.A. (most"
"we introduce geoplotlib , an open - source python toolbox for visualizing geographical data . geoplotlib supports the development of hardware - accelerated interactive visualizations in pure python , and provides implementations of dot maps , kernel density estimation , spatial graphs , voronoi tesselation , shapefiles and many more common spatial visualizations . we describe geoplotlib design , functionalities and use cases .","we introduce geoplotlib, an open - source python toolbox","we introduce geoplotlib, an open - source python toolbox","we introduce geoplotlib, an open - source python toolbox"
"Schwarzwald-Baar is a Landkreis (district) in the south of Baden-Württemberg, Germany. Neighboring districts are (from north clockwise) Ortenaukreis, Rottweil, Tuttlingen, Constance, the Swiss canton of Schaffhausen, and the districts Waldshut, Breisgau-Hochschwarzwald and Emmendingen. History The district was created in 1973, when the two districts Donaueschingen and Villingen were merged. Geography The district got its name from the two predominant landscapes in the district. The Black Forest (Schwarzwald), and the Baar, the foothills between the Black Forest and the Swabian Alb. Both the Danube River and the Neckar River have their origins in the Schwarzwald and Baar district. Coat of arms The coat of arms is modeled after the two coat of arms of the cities of Villingen and Schwenningen. Villingen had a horizontally divided blue-and-white arms, while Schwenningen had a vertically divided blue-and-white arms. Combining both divisions gives the four fields. The eagle in the top-left quarter is taken from the coat of arms of the city of Villingen, and derives from the Zähringen family who ruled that city in the 13th century. Cities and towns References External links Official website (German) Freiburg (region) Districts of Baden-Württemberg","Schwarzwald-Baar is a Landkreis in the south of Baden-Württemberg, Germany","Schwarzwald-Baar is a Landkreis in the south of Baden-Württemberg, Germany","Schwarzwald-Baar is a Landkreis in the south of Baden-Württemberg, Germany"
"Briartite is an opaque iron-grey metallic sulfide mineral, Cu2(Zn,Fe)GeS4 with traces of Ga and Sn, found as inclusions in other germanium-gallium-bearing sulfides. It was discovered at the Prince Léopold Mine, Kipushi, Shaba, Congo (Léopoldville) in 1965 by Francotte and others, and named for Gaston Briart who had studied formations at Kipushi. Briartite is also found in Namibia, Greece, and Spain. See also List of minerals List of minerals named after people References Copper minerals Zinc minerals Iron(II) minerals Germanium minerals Sulfide minerals Tetragonal minerals Minerals in space group 121","Briartite is an opaque iron-grey metallic sulfide mineral.","Briartite is an opaque iron-grey metallic sulfide mineral.","Briartite is an opaque iron-grey metallic sulfide mineral."
"we present results from an instrument combining surface acoustic wave ( saw ) propagation and surface plasmon resonance ( spr ) measurements . the objective is to use two independent methods , the former based on adsorbed mass change measurements and the latter on surface dielectric properties variations , to identify physical properties of protein layers , and more specifically their water content . we display mass sensitivity calibration curves using electrodeposition of copper leading to a sensitivity in liquid of 150@xmath0 @xmath1 for the love mode device used here , and the application to monitoring biological processes . the extraction of protein layer thickness and protein to water content ratio is also presented for s - layer proteins under investigation . we obtain respectively 4.7@xmath20.7 nm and 75@xmath215% .","we present results from an instrument combining surface acoustic wave ( saw ) propag","we present results from an instrument combining surface acoustic wave ( saw ) propag","we present results from an instrument combining surface acoustic wave ( saw ) propag"
"nucleation in the two - dimensional @xmath0-state potts model has been studied by means of monte - carlo simulations using the heat - bath dynamics . the initial metastable state has been prepared by magnetic quench of the ordered low - temperature phase . the magnetic field dependence of the nucleation time has been measured as the function of the magnetic field for different @xmath0 and lattice sizes at @xmath1 . a size - dependent crossover from the coalescence to nucleation region is observed at all @xmath0 . the magnetic field dependence of the nucleation time is roughly described by the classical nucleation theory . our data show increase of the anisotropy in the shape of the critical droplets with increase of @xmath0 . * key words : * potts model , nucleation , metastable state , critical droplet , monte - carlo simulations .","nucleation in the two - dimensional @xmath0-state potts model","nucleation in the two - dimensional @xmath0-state potts model","nucleation in the two - dimensional @xmath0-state potts model"
"The year 647 BC was a year of the pre-Julian Roman calendar. In the Roman Empire, it was known as year 107 Ab urbe condita . The denomination 647 BC for this year has been used since the early medieval period, when the Anno Domini calendar era became the prevalent method in Europe for naming years. Events Middle East Elam refuses to extradite an Aramaean prince, giving the king Ashurbanipal of Assyria an excuse to invade the country. He sacks the city of Susa. Ashurbanipal and his Queen in the Garden, from the palace at Nineveh (modern Kuyunjik, Iraq), is made. It is now at the British Museum, London. Births Deaths References","the year 647 BC was a year of the pre-Julian Roman calendar.","the year 647 BC was a year of the pre-Julian Roman calendar.","the year 647 BC was a year of the pre-Julian Roman calendar."
"(CNN) -- At least 36 people were killed in a stampede at a stadium in Mali after a speech by a prominent imam, the British Embassy in the country said Tuesday. The stampede at the Modibo Keita stadium took place Monday afternoon as the crowd was leaving the facility, said Mohamed Ba, a consular at the embassy. Another 64 people were wounded, he said. The crowd had come to hear Imam Osman Madani Haidara speak. ""The stadium seats 25,000 and it was absolutely full, as it is every time Imam Osman Madani Haidara gives a sermon,"" Ba said.","the stampede took place at the Modibo Keita stadium in mali.","the stampede took place at the Modibo Keita stadium in mali.","the stampede took place at the Modibo Keita stadium in mali."
"By . Oliver Todd . Follow @@oliver_todd . Controversial striker Nile Ranger has signed for crisis club Blackpool. The former Newcastle United and Swindon centre forward has agreed a one year deal at Bloomfield Road, with the option of a further year. He is available for selection in the seaside club's first home game of the season against Blackburn on Saturday. On his way: Former Newcastle striker Nile Ranger has agreed terms with Blackpool . Ranger, whose career has been blighted by a string of off-field controversies, left Swindon Town in May after his contract was mutually terminated. The 23-year-old former England youth international scored eight goals in 22 games for Swindon. He has also had spells on loan at Barnsley and Sheffield Wednesday while on Newcastle’s books.","ranger has agreed a one year deal with blackpool. the 23-year-old","ranger has agreed a one year deal with blackpool. the 23-year-old","ranger has agreed a one year deal with blackpool. the 23-year-old"
"Washington (CNN) -- A cancer with no place in the 21st Century. A poison opposed with ""every breath in our body."" Talk is tough against ISIS, the Sunni jihadists rampaging through Syria and northern Iraq, following the group's release of a video showing the beheading American journalist James Foley. But what is the international community actually doing? Here is a breakdown by country of steps taken or announced: . United States . More than two years after President Barack Obama brought home combat troops from a lengthy war in Iraq, a new mission creeps upward.","talks are tough against the sunni jihadists. the international community is doing","talks are tough against the sunni jihadists. the international community is doing","talks are tough against the sunni jihadists. the international community is doing"
"Mare Anguis (Latin anguis, the ""serpent sea"") is a lunar mare located on the near side of the Moon, about 150 kilometers in diameter. Located within the Crisium basin, Mare Anguis is a part of the Nectarian System, meaning that it was formed during the Nectarian time period. Like most mare, the surface of Mare Anguis is dark, indicating that it has been filled with volcanic basalt. It forms part of a concentric ring to the northeast of the Crisium rim, and it lies at an elevation 800 m above Mare Crisium. Channels lead down from Mare Anguis to Mare Chrisium, with some possible indications of lava flow. The small, 7–km diameter crater Eimmart A lies at the east edge of Mare Anguis. It is a proposed source for the Antarctic meteorite ALHA81005. The impact appears to have excavated mare basalt, which probably accounts for the olivine/low-Ca pyroxene mixture found in the spectrum. References Anguis Anguis","Mare Anguis is a lunar mare located on the near side of the moon. it","Mare Anguis is a lunar mare located on the near side of the moon. it","Mare Anguis is a lunar mare located on the near side of the moon. it"
"In telecommunication, an automatic redial is a service feature that allows the user to dial, by depressing a single key or a few keys, the most recent telephone number dialed at that instrument. Note: Automatic redial is often associated with the telephone instrument, but may be provided by a PBX, or by the central office. Synonym last number redial. Contrast with automatic calling unit. Often one must subscribe to a caller ID for use of this function on a landline. References Calling features Telecommunications","automatic redial is a service feature that allows the user to dial the most recent telephone number","automatic redial is a service feature that allows the user to dial the most recent telephone number","automatic redial is a service feature that allows the user to dial the most recent telephone number"
"Tickell's thrush (Turdus unicolor) is a passerine bird in the thrush family Turdidae. It is common in open forest in the Himalayas, and migrates seasonally into peninsular India, Nepal and rarely to Bangladesh. The name commemorates the British ornithologist Samuel Tickell who collected in India and Burma. Characteristics Males of the Tickell's thrush have uniform blue-grey upperparts, a whitish belly and vent. Adults have yellow beak and legs while it may be darker in juveniles. There is a yellow eye-ring which is thinner and fainter than the Indian black bird which is usually bigger in size. Females and young birds have browner upperparts. Distribution and habitat The Tickell's thrush is omnivorous, eating a wide range of insects, earthworms and berries. It nests in bushes. It does not form flocks, but loose groups of two to five. Populations move further south in India and Nepal in winter. References Tickell's thrush Birds of Pakistan Birds of North India Birds of Nepal Birds of Bhutan Tickell's thrush","the thrush is common in open forest in the Himalayas. it migrates season","the thrush is common in open forest in the Himalayas. it migrates season","the thrush is common in open forest in the Himalayas. it migrates season"
"Year 373 BC was a year of the pre-Julian Roman calendar. At the time, it was known as the Third year without Tribunate or Consulship (or, less frequently, year 381 Ab urbe condita). The denomination 373 BC for this year has been used since the early medieval period, when the Anno Domini calendar era became the prevalent method in Europe for naming years. Events By place Persian Empire The Persian King Artaxerxes II launches an invasion of Egypt to bring that country back under Persian rule. The invasion is led by Pharnabazus. After initial successes, the Greek mercenaries fighting for the Persians push on towards Memphis. However, King Nectanebo I is able to gather his forces and repulse the Persian invasion. Greece Iphicrates leads an Athenian expedition which successfully relieves Corcyra of a Spartan siege. The ancient Greek city of Helike is destroyed by a massive earthquake and tsunami. The Temple of Apollo in Delphi is destroyed by an earthquake. Births Deaths References","the denomination 373 BC for this year has been used since the early medieval period. the denomination","the denomination 373 BC for this year has been used since the early medieval period. the denomination","the denomination 373 BC for this year has been used since the early medieval period. the denomination"
"Jakarta, Indonesia (CNN) -- A volcano in Indonesia prompted the evacuation of more than 6,000 people this weekend, blanketing buildings and cars in ashes, emergency officials said Monday. Mount Sinabung erupted early Sunday. It is the highest mountain in North Sumatra with an altitude of about 2,600 meters (8,530 feet). North Sumatra is a province on the Indonesian island of Sumatra. Five people suffered breathing difficulties after inhaling volcanic ashes, and they were transported to a hospital in the North Sumatran city of Kabanjahe, said Jhonson Tarigan, a spokesman of the Sinabung Disaster Control Agency. August: Indonesian volcano erupts, killing 6 . More than 6,200 evacuees sought shelter in eight locations, said Sutopo Purwo Nugroho, a spokesman for Indonesia's national disaster management agency. Officials distributed rice to the displaced people, local media reported. Nugroho said some of the evacuees returned to their homes during the day to tend to their farms and livestock and then returned to evacuation centers. There were a couple of eruptions in 2010. Rescued from Alaska volcano: Blue skies gave way to treacherous ice . Largest volcano on Earth found, scientists say . Kathy Quiano reported from Jakarta, Indonesia. Elizabeth Joseph reported from Hong Kong.","more than 6,200 evacuees sought shelter in eight locations, official says.","more than 6,200 evacuees sought shelter in eight locations, official says.","more than 6,200 evacuees sought shelter in eight locations, official says."
"Taliban suicide bombers attacked Afghanistan's regional spy headquarters in Ghazni city early Thursday, leaving 21 people dead and more than 150 civilians wounded, a government official said. Nineteen of the dead were the suicide attackers. The remaining two were members of the National Directorate of Security personnel. The NDS is the nation's spy agency. A Taliban spokesman claimed responsibility for the attack. The assault began when one of the suicide attackers detonated an explosives-filled truck at the front gate of the spy agency, said Shafiq Nang, a spokesman for the governor of Ghazni province. Twelve of them stormed the NDS. Six others hit the Rapid Reaction Police headquarters in the city. For the next hour, Afghan security forces battled the Taliban attackers until all of them were killed, he said. Most of the injuries were the result of broken glass and collapsed roofs from the explosion.","the attack began when one of the suicide attackers detonated an explosives-filled truck","the attack began when one of the suicide attackers detonated an explosives-filled truck","the attack began when one of the suicide attackers detonated an explosives-filled truck"
